Date,AAPL,AMZN,GOOGL,MSFT,TSLA
2024-08-12,,,,,
2024-08-13,,,,,
2024-08-14,,,,,
2024-08-15,,,,,
2024-08-16,,,,,
2024-08-19,,,,,
2024-08-20,,,,,
2024-08-21,,,,,
2024-08-22,,,,,
2024-08-23,,,,,
2024-08-26,,,,,
2024-08-27,,,,,
2024-08-28,,,,,
2024-08-29,,,,,
2024-08-30,,,,,
2024-09-03,,,,,
2024-09-04,,,,,
2024-09-05,,,,,
2024-09-06,,,,,
2024-09-09,,,,,
2024-09-10,,,,,
2024-09-11,,,,,
2024-09-12,,,,,
2024-09-13,,,,,
2024-09-16,,,,,
2024-09-17,,,,,
2024-09-18,,,,,
2024-09-19,,,,,
2024-09-20,,,,,
2024-09-23,0.19895559452623604,0.2850283348803007,0.2457292035285155,0.1751263274976191,0.5792133116233833
2024-09-24,0.19841062681950436,0.2848227176589559,0.2446105244546748,0.17873127517012016,0.5763887375857635
2024-09-25,0.19342493842023725,0.28322873365148227,0.24260895141476696,0.17307808542797287,0.5616832103923228
2024-09-26,0.1937906597251832,0.28480268867372394,0.2338228452681351,0.1725875341279364,0.55256896865291
2024-09-27,0.19008474734387637,0.2643734450890527,0.234200037388683,0.17143941444181637,0.5299999324755962
2024-09-30,0.20034145320679153,0.2658388264752718,0.2346917932925249,0.17076033360659354,0.5300109869428997
2024-10-01,0.21866575834806523,0.2665028356846541,0.226091320705407,0.18243310157350645,0.5284258390759067
2024-10-02,0.21864343286826649,0.2665878460899969,0.22680662917293556,0.18249451755010407,0.540132068025157
2024-10-03,0.21912443067209075,0.2701451626592504,0.22558718162676328,0.182488272564354,0.5509741708963274
2024-10-04,0.21815857933944788,0.2704307996136777,0.22328511729148753,0.17269145329075336,0.5304604700721643
2024-10-07,0.22586707991620958,0.2862684538816319,0.23258012704600536,0.17835333527960928,0.5310846351621179
2024-10-08,0.2324928898911724,0.286139914386395,0.2338159428660036,0.18087215423600228,0.5210224604658644
2024-10-09,0.23733738024168452,0.28447450664267837,0.23661668422546311,0.18183712922140507,0.5193436683147558
2024-10-10,0.2365201339142021,0.2808828538968341,0.23447186764450031,0.18064936909481438,0.5171631611427845
2024-10-11,0.2334783491022643,0.2816654022427144,0.23450830027465056,0.17987027104404335,0.5836785492129288
2024-10-14,0.23818341720349467,0.26402684682819794,0.2347418870109943,0.1787262397625458,0.5740834909867142
2024-10-15,0.2250312661251638,0.26051458104925185,0.20639312077885713,0.16980639432910363,0.5715946143751217
2024-10-16,0.22512527868965038,0.25518638106955327,0.20544404878147374,0.17094220965154674,0.559402890102343
2024-10-17,0.2245808480086319,0.24516440911354587,0.20998477120835418,0.17086193169871863,0.5404725759366162
2024-10-18,0.22516114701330353,0.21683179203722863,0.16913298303776636,0.1630959975998778,0.4788226512177221
2024-10-21,0.2254066703923138,0.20843921334441778,0.1621176699895403,0.16104063010301045,0.4740502821153244
2024-10-22,0.22519428472836459,0.19867929152491884,0.16198749703148355,0.1609820115962689,0.45459282971889714
2024-10-23,0.23383073385455594,0.19943999546708638,0.16493027008529437,0.15056748466969982,0.4569124764589012
2024-10-24,0.2339011881572804,0.19728101803129477,0.15278027700529234,0.14802822730409404,0.7869844173726391
2024-10-25,0.23387988230321735,0.19838261370339608,0.15084897346611112,0.1478535170928534,0.7911137337012274
2024-10-28,0.2176262413433043,0.1967012018511752,0.15214433114740036,0.14807921517324066,0.7938634547647473
2024-10-29,0.21766458254937743,0.19777357932395345,0.15810423162265191,0.1504609794266042,0.7954624465801439
2024-10-30,0.21856951347572506,0.1992864032887674,0.17518699736120377,0.14762296902056338,0.7960035586139873
2024-10-31,0.19813247444436516,0.2154631697836827,0.18294915593065458,0.22172140255539396,0.7750992482173712
2024-11-01,0.2015413412860883,0.2804043351843036,0.18172009376476198,0.22393323136628554,0.7716451119590184
2024-11-04,0.20075067123168938,0.28064067131916526,0.18253822655771046,0.22399191743953278,0.7623914748491438
2024-11-05,0.201377515331285,0.28572995065393014,0.1825525901747578,0.2241674595764834,0.7677820619908805
2024-11-06,0.2012139433390204,0.30378579995112454,0.21246157464251145,0.2324043436184133,0.877815228542149
2024-11-07,0.21044329910358267,0.3041676539989879,0.2206731850878706,0.2355527674014573,0.8790742892860205
