Date,AAPL,AMZN,GOOGL,MSFT,TSLA
2024-08-12,0.007129965549701023,-0.000838620987187122,-0.008431535590011752,0.0019457354160352658,-0.012549972534179665
2024-08-13,0.01719309508373512,0.020563504874259175,0.011522533046941508,0.017698718353813314,0.05235706137163754
2024-08-14,0.002033652178973888,-0.0007636117446156998,-0.023087320761188135,0.0068838738655159215,-0.0310349655555765
2024-08-15,0.013530556893823542,0.04403286281963403,0.005799218134297401,0.011823776162078081,0.06336276788880446
2024-08-16,0.0059185060327426875,-0.002984395462729106,0.010291352744682403,-0.006080263680046438,0.009246267550119258
2024-08-19,-0.0007078736755057324,0.006551472258579993,0.022766375160868213,0.007312314140642151,0.030538618603692225
2024-08-20,0.0027447671584552857,0.003703308593809629,0.0030599171369802836,0.007757400687109728,-0.007273684933137958
2024-08-21,-0.0004856494770817399,0.006876093995775934,-0.00795552543676148,-0.0015535269484067138,0.009814554993405888
2024-08-22,-0.008259782063062548,-0.022097583221652117,-0.01236055420723492,-0.020252821564565204,-0.056478704568676985
2024-08-23,0.010288234794268769,0.005166572293719973,0.011111155834098607,0.0029840087094406,0.04585589810206048
2024-08-26,0.0014987735006477543,-0.00869856159361615,0.003260398224435468,-0.007917725066265868,-0.0322712435275504
2024-08-27,0.0037416296606247457,-0.013561281383547064,-0.008907105549652905,0.0008464495147280093,-0.018760845523390857
2024-08-28,-0.006753569810234228,-0.013401063602498708,-0.011112393905649998,-0.007829007225007123,-0.01653843794670573
2024-08-29,0.014570230856002508,0.007728290643119529,-0.006570419151032403,0.006137226785081662,0.002575935743848623
2024-08-30,-0.0034379157082934375,0.037067191865004956,0.009889963353341358,0.009730925010755342,0.03795812428442069
2024-09-03,-0.0272052316338659,-0.012605042016806678,-0.03684663214039874,-0.018459019057063486,-0.016393416920415627
2024-09-04,-0.008618798216920798,-0.016567365497562103,-0.005782892576558729,-0.001318894171112972,0.04183284569452206
2024-09-05,0.006927789345394286,0.026308183871355473,0.005049452746460181,-0.0012472923096903399,0.04904058305110959
2024-09-06,-0.007015016202747026,-0.03653943460735232,-0.04019335355916409,-0.016381394202149124,-0.0844593239607937
2024-09-09,0.000407600932198271,0.023396899008788496,-0.01333595854602232,0.01000756669304037,0.026289605928169646
