Date,AAPL,AMZN,GOOGL,MSFT,TSLA
2024-08-09,215.23342895507812,166.94000244140625,162.8809814453125,402.93072509765625,200.0
2024-08-12,216.76803588867188,166.8000030517578,161.5076446533203,403.7147216796875,197.49000549316406
2024-08-13,220.4949493408203,170.22999572753906,163.36862182617188,410.8599548339844,207.8300018310547
2024-08-14,220.943359375,170.10000610351562,159.5968780517578,413.6882629394531,201.3800048828125
2024-08-15,223.93284606933594,177.58999633789062,160.5224151611328,418.5796203613281,214.13999938964844
2024-08-16,225.25819396972656,177.05999755859375,162.17440795898438,416.0345458984375,216.1199951171875
2024-08-19,225.09873962402344,178.22000122070312,165.8665313720703,419.07672119140625,222.72000122070312
2024-08-20,225.71658325195312,178.8800048828125,166.3740692138672,422.3276672363281,221.10000610351562
2024-08-21,225.60696411132812,180.11000061035156,165.05047607421875,421.67156982421875,223.27000427246094
2024-08-22,223.74349975585938,176.1300048828125,163.01036071777344,413.13153076171875,210.66000366210938
2024-08-23,226.04542541503906,177.0399932861328,164.82159423828125,414.36431884765625,220.32000732421875
2024-08-26,226.38421630859375,175.5,165.35897827148438,411.08349609375,213.2100067138672
2024-08-27,227.23126220703125,173.1199951171875,163.8861083984375,411.43145751953125,209.2100067138672
2024-08-28,225.69664001464844,170.8000030517578,162.06494140625,408.2103576660156,205.75
2024-08-29,228.98509216308594,172.1199951171875,161.00010681152344,410.71563720703125,206.27999877929688
2024-08-30,228.19786071777344,178.5,162.59239196777344,414.7122802734375,214.11000061035156
2024-09-03,221.98968505859375,176.25,156.60140991210938,407.0570983886719,210.60000610351562
2024-09-04,220.07640075683594,173.3300018310547,155.69580078125,406.5202331542969,219.41000366210938
2024-09-05,221.60104370117188,177.88999938964844,156.4819793701172,406.01318359375,230.1699981689453
2024-09-06,220.0465087890625,171.38999938964844,150.19244384765625,399.36212158203125,210.72999572753906
2024-09-09,220.13619995117188,175.39999389648438,148.18948364257812,403.3587646484375,216.27000427246094
2024-09-10,219.3389892578125,179.5500030517578,148.13966369628906,411.7894287109375,226.1699981689453
2024-09-11,221.88006591796875,184.52000427246094,150.6309051513672,420.57794189453125,228.1300048828125
2024-09-12,221.98968505859375,187.0,154.1485595703125,424.514892578125,229.80999755859375
2024-09-13,221.72061157226562,186.49000549316406,156.90887451171875,428.083984375,230.2899932861328
2024-09-16,215.56227111816406,184.88999938964844,157.5067596435547,428.8296203613281,226.77999877929688
2024-09-17,216.03060913085938,186.8800048828125,158.76235961914062,432.6174621582031,227.8699951171875
2024-09-18,219.91696166992188,186.42999267578125,159.25064086914062,428.3027038574219,227.1999969482422
2024-09-19,228.0683135986328,189.8699951171875,161.57247924804688,436.1368408203125,243.9199981689453
2024-09-20,227.40065002441406,191.60000610351562,163.0174102783203,432.73675537109375,238.25
2024-09-23,225.6767120361328,193.8800048828125,161.2834930419922,430.9870300292969,250.0
2024-09-24,226.5735626220703,193.9600067138672,161.72195434570312,426.6722717285156,254.27000427246094
2024-09-25,225.5770721435547,192.52999877929688,160.9247589111328,429.5951232910156,257.0199890136719
2024-09-26,226.72303771972656,191.16000366210938,162.16041564941406,428.7998046875,254.22000122070312
2024-09-27,226.99208068847656,187.97000122070312,163.3761444091797,425.5289611816406,260.4599914550781
2024-09-30,232.183837890625,186.3300018310547,165.26950073242188,427.7956848144531,261.6300048828125
2024-10-01,225.41761779785156,185.1300048828125,166.40550231933594,418.24163818359375,258.0199890136719
2024-10-02,225.98562622070312,184.75999450683594,165.2794647216797,414.7023620605469,249.02000427246094
2024-10-03,224.8795166015625,181.9600067138672,165.2794647216797,414.11578369140625,240.66000366210938
2024-10-04,226.0055694580078,186.50999450683594,166.4752655029297,413.6385498046875,250.0800018310547
2024-10-07,220.91348266601562,180.8000030517578,162.4095458984375,407.156494140625,240.8300018310547
2024-10-08,224.9791717529297,182.72000122070312,163.8046417236328,412.2964172363281,244.5
2024-10-09,228.7359619140625,185.1699981689453,161.29347229003906,415.0304260253906,241.0500030517578
2024-10-10,228.23770141601562,186.64999389648438,161.51268005371094,413.4198303222656,238.77000427246094
2024-10-11,226.75294494628906,188.82000732421875,162.6686248779297,413.89703369140625,217.8000030517578
2024-10-14,230.48980712890625,187.5399932861328,164.3826141357422,416.7006530761719,219.16000366210938
2024-10-15,233.03086853027344,187.69000244140625,164.88087463378906,416.3029479980469,219.57000732421875
2024-10-16,230.96810913085938,186.88999938964844,164.5819091796875,413.69818115234375,221.3300018310547
2024-10-17,231.33682250976562,187.52999877929688,162.35971069335938,414.2947082519531,220.88999938964844
2024-10-18,234.17684936523438,188.99000549316406,162.84800720214844,415.7263488769531,220.6999969482422
2024-10-21,235.6516571044922,189.07000732421875,163.49574279785156,416.3427429199219,218.85000610351562
2024-10-22,235.03382873535156,189.6999969482422,164.56198120117188,425.02191162109375,217.97000122070312
2024-10-23,229.95169067382812,184.7100067138672,162.2102508544922,422.1288757324219,213.64999389648438
2024-10-24,229.76235961914062,186.3800048828125,162.1504364013672,422.25811767578125,260.4800109863281
2024-10-25,230.5994110107422,187.8300018310547,164.69154357910156,425.658203125,269.19000244140625
2024-10-28,232.5824432373047,188.38999938964844,166.13644409179688,424.1072998046875,262.510009765625
2024-10-29,232.85150146484375,190.8300018310547,169.08609008789062,429.43609619140625,259.5199890136719
2024-10-30,229.29400634765625,192.72999572753906,173.84934997558594,430.0127258300781,257.54998779296875
2024-10-31,225.11868286132812,186.39999389648438,170.51107788085938,403.9850769042969,249.85000610351562
2024-11-01,222.1291961669922,197.92999267578125,170.69044494628906,407.981689453125,248.97999572753906
2024-11-04,221.23233032226562,195.77999877929688,168.6476287841797,406.0827941894531,242.83999633789062
2024-11-05,222.66729736328125,199.5,169.14588928222656,409.0653381347656,251.44000244140625
2024-11-06,221.93984985351562,207.08999633789062,175.89218139648438,417.7345886230469,288.5299987792969
2024-11-07,226.6831817626953,210.0500030517578,180.11734008789062,422.9540100097656,296.9100036621094
2024-11-08,226.41383361816406,208.17999267578125,177.7257537841797,420.08087158203125,321.2200012207031
2024-11-11,223.69039916992188,206.83999633789062,179.71875,415.5772399902344,350.0
2024-11-12,223.69039916992188,208.91000366210938,180.9842987060547,420.5679931640625,328.489990234375
2024-11-13,224.57826232910156,214.10000610351562,178.25389099121094,422.7253723144531,330.239990234375
2024-11-14,227.67080688476562,211.47999572753906,174.96543884277344,424.4055480957031,311.17999267578125
2024-11-15,224.4585418701172,202.61000061035156,171.88624572753906,412.5847473144531,320.7200012207031
2024-11-18,227.47128295898438,201.6999969482422,174.68641662597656,413.34033203125,338.739990234375
2024-11-19,227.73065185546875,204.61000061035156,177.49655151367188,415.3584899902344,346.0
2024-11-20,228.44891357421875,202.8800048828125,175.36402893066406,413.0718688964844,342.0299987792969
2024-11-21,227.97007751464844,198.3800048828125,167.04327392578125,411.2887268066406,339.6400146484375
2024-11-22,229.3168182373047,197.1199951171875,164.1833038330078,415.40289306640625,352.55999755859375
2024-11-25,232.30960083007812,201.4499969482422,167.06317138671875,417.1860656738281,338.5899963378906
2024-11-26,234.49432373046875,207.86000061035156,168.52804565429688,426.350830078125,338.2300109863281
2024-11-27,234.36465454101562,205.74000549316406,168.63766479492188,421.3699645996094,332.8900146484375
2024-11-29,236.75888061523438,207.88999938964844,168.358642578125,421.83819580078125,345.1600036621094
2024-12-02,239.013427734375,210.7100067138672,170.88975524902344,429.3293762207031,357.0899963378906
2024-12-03,242.06607055664062,213.44000244140625,170.74026489257812,429.5485534667969,351.4200134277344
2024-12-04,242.42520141601562,218.16000366210938,173.75965881347656,435.7447204589844,357.92999267578125
2024-12-05,242.4551239013672,220.5500030517578,172.0357208251953,440.9248046875,369.489990234375
2024-12-06,242.25559997558594,227.02999877929688,174.09848022460938,441.87115478515625,389.2200012207031
2024-12-09,246.1562042236328,226.08999633789062,174.95645141601562,444.311767578125,389.7900085449219
2024-12-10,247.1737518310547,225.0399932861328,184.7333526611328,441.6320495605469,400.989990234375
2024-12-11,245.89682006835938,230.25999450683594,194.939208984375,447.2704162597656,424.7699890136719
2024-12-12,247.36329650878906,228.97000122070312,191.50735473632812,447.83819580078125,418.1000061035156
2024-12-13,247.5328826904297,227.4600067138672,189.3723907470703,445.5569763183594,436.2300109863281
2024-12-16,250.4358673095703,232.92999267578125,196.19625854492188,449.86041259765625,463.0199890136719
2024-12-17,252.8699951171875,231.14999389648438,194.95916748046875,452.7194519042969,479.8599853515625
2024-12-18,247.4530792236328,220.52000427246094,187.9557342529297,435.71484375,440.1300048828125
2024-12-19,249.1888885498047,223.2899932861328,188.06546020507812,435.356201171875,436.1700134277344
2024-12-20,253.87759399414062,224.9199981689453,190.95863342285156,434.9278869628906,421.05999755859375
2024-12-23,254.6557159423828,225.05999755859375,194.17103576660156,433.5830383300781,430.6000061035156
